,state,county,fold,population,householdsize,racePctWhite,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop
760,37,,4,0.01,0.41,1,0.39,0.46,0.26,0.24,0.02,1.0,0.42,0.77,0.26,0.45,0.32,0.12,0.35,0.42,0.38,0.41,0.29,0.31,0.3,0.55,0.43,0.01,0.11,0.23,0.24,0.37,0.12,0.76,0.22,0.37,0.24,0.49,0.38,0.32,0.52,0.48,0.4,0.69,0.74,0.8,0.61,0.94,0.97,0.0,0.08,0.0,0.15,0.11,0.3,0.26,0.01,0.01,0.03,0.02,0.98,0.02,0.08,0.1,0.44,0.48,0.38,0.61,0.05,0.3,0.5,0.01,0.88,0.59,0.04,0.47,0.73,0.08,0.04,0.17,0.15,0.14,0.35,0.33,0.35,0.38,0.38,0.48,0.22,0.0,0.0,0.04,0.72,0.5,0.63,0.67,0.03,0.11,0.02,0.0,0.12
761,25,17.0,4,0.14,0.32,1,0.52,0.77,0.62,0.31,0.15,1.0,0.35,0.62,0.24,0.63,0.28,0.3,0.26,0.38,0.51,0.59,0.27,0.22,0.26,0.25,0.37,0.08,0.27,0.24,0.25,0.89,0.3,0.57,0.19,1.0,0.15,0.82,0.36,1.0,0.43,0.41,0.33,0.41,0.45,0.6,0.31,0.55,0.59,0.06,0.45,0.14,0.6,0.62,0.67,0.67,0.94,0.86,0.84,0.77,0.55,0.27,0.21,0.12,0.16,0.24,0.21,0.11,0.19,0.82,0.0,0.14,0.76,0.12,0.28,0.48,0.0,0.09,0.24,0.6,0.71,0.98,0.33,0.44,0.62,0.43,0.37,0.46,0.51,0.15,0.08,0.66,0.36,0.39,0.34,0.13,0.02,1.0,1.0,0.42,0.41
762,44,7.0,4,0.03,0.44,1,0.3,0.4,0.26,0.57,0.04,0.87,0.35,0.51,0.27,0.49,0.61,0.28,0.52,0.37,0.31,0.3,0.33,0.23,0.23,0.03,0.2,0.02,0.17,0.37,0.58,0.2,0.29,0.51,0.49,0.35,0.42,0.33,0.33,0.38,0.37,0.36,0.47,0.75,0.75,0.87,0.53,0.37,0.52,0.01,0.1,0.01,0.16,0.12,0.14,0.14,0.05,0.03,0.03,0.03,0.82,0.08,0.14,0.15,0.46,0.55,0.21,0.76,0.05,0.44,0.5,0.02,0.87,0.69,0.31,0.59,0.54,0.03,0.09,0.32,0.32,0.31,0.19,0.34,0.42,0.37,0.51,0.62,0.63,0.0,0.0,0.12,0.89,0.84,0.94,0.88,0.07,0.09,0.09,0.0,0.04
763,1,,4,0.02,0.39,1,0.36,0.33,0.21,0.52,0.03,1.0,0.63,0.58,0.24,0.81,0.5,0.07,0.51,0.7,0.72,0.69,0.65,0.3,0.49,0.28,0.49,0.0,0.05,0.04,0.06,0.88,0.09,0.49,0.15,0.72,0.04,0.91,0.18,0.23,0.37,0.31,0.4,0.84,0.88,0.88,0.73,0.44,0.4,0.0,0.05,0.0,0.47,0.34,0.45,0.45,0.1,0.06,0.07,0.07,0.94,0.04,0.09,0.1,0.42,0.46,0.26,0.76,0.02,0.25,0.5,0.02,0.86,0.72,0.05,0.38,0.63,0.01,0.17,0.31,0.32,0.34,0.38,0.34,0.38,0.38,0.35,0.2,0.1,0.0,0.0,0.08,0.6,0.54,0.64,0.6,0.02,0.19,0.0,0.0,0.01
764,34,39.0,4,0.01,0.44,1,0.26,0.35,0.24,0.69,0.02,1.0,0.63,0.54,0.14,0.76,0.7,0.1,1.0,0.6,0.53,0.51,0.78,1.0,0.43,0.49,0.58,0.0,0.03,0.26,0.32,0.37,0.21,0.48,0.48,0.42,0.26,0.56,0.13,0.38,0.19,0.17,0.44,0.91,0.9,0.98,0.71,0.27,0.46,0.0,0.02,0.01,0.05,0.1,0.12,0.14,0.03,0.05,0.05,0.06,0.75,0.09,0.15,0.17,0.49,0.56,0.09,0.87,0.02,0.3,0.5,0.0,0.95,0.8,0.07,0.57,0.4,0.01,0.16,0.53,0.51,0.5,0.84,0.67,0.64,0.66,0.4,0.57,0.68,0.0,0.0,0.23,0.78,0.95,0.87,0.9,0.01,0.28,0.23,0.0,0.04
765,34,3.0,4,0.04,0.23,0,0.21,0.49,0.26,0.46,0.06,1.0,0.45,0.65,0.12,0.49,0.43,0.27,0.29,0.48,0.52,0.61,0.36,0.25,0.37,0.33,0.43,0.02,0.17,0.35,0.44,0.41,0.35,0.6,0.43,0.39,0.38,0.45,0.65,0.66,0.59,0.63,0.35,0.43,0.41,0.43,0.27,0.53,0.54,0.04,0.57,0.06,0.36,0.42,0.53,0.57,0.6,0.61,0.7,0.69,0.52,0.41,0.26,0.18,0.21,0.35,0.21,0.2,0.29,0.89,0.0,0.06,0.72,0.17,0.13,0.41,0.48,0.16,0.54,0.5,0.48,0.46,0.6,0.63,0.74,0.62,0.44,0.68,1.0,0.05,0.0,0.7,0.38,0.55,0.67,0.56,0.01,0.75,0.8,1.0,0.18
766,13,,4,0.03,0.42,0,0.47,0.52,0.38,0.51,0.0,0.0,0.17,0.52,0.21,0.27,0.56,0.56,0.29,0.2,0.24,0.37,0.17,0.22,0.46,0.3,0.5,0.05,0.56,0.7,0.75,0.25,0.58,0.39,0.84,0.35,0.78,0.31,0.66,0.47,0.67,0.7,0.51,0.26,0.24,0.23,0.25,0.69,0.69,0.04,0.69,0.0,0.58,0.8,1.0,0.98,0.06,0.08,0.1,0.08,0.96,0.04,0.34,0.29,0.42,0.38,0.49,0.32,0.22,0.59,0.0,0.06,0.55,0.36,0.3,0.34,0.48,0.74,0.7,0.06,0.08,0.12,0.08,0.15,0.19,0.21,0.45,0.46,0.5,0.0,0.0,0.04,0.79,0.49,0.74,0.74,0.07,0.08,0.01,0.0,0.47
767,55,79.0,4,0.01,0.47,1,0.42,0.39,0.28,0.38,0.02,1.0,0.55,0.64,0.31,0.8,0.5,0.08,0.59,0.56,0.48,0.46,0.17,0.3,0.43,0.79,0.32,0.0,0.05,0.11,0.16,0.47,0.08,0.66,0.52,0.46,0.24,0.63,0.19,0.33,0.28,0.25,0.49,0.8,0.82,0.88,0.6,0.61,0.73,0.0,0.05,0.0,0.1,0.11,0.09,0.17,0.02,0.02,0.02,0.03,0.92,0.04,0.14,0.15,0.52,0.6,0.29,0.73,0.03,0.27,0.5,0.01,0.91,0.67,0.0,0.75,0.56,0.0,0.0,0.22,0.2,0.2,0.4,0.42,0.45,0.4,0.53,0.21,0.22,0.0,0.0,0.08,0.83,0.77,0.9,0.89,0.01,0.23,0.17,0.0,0.03
768,12,,4,0.09,0.37,1,0.35,0.42,0.26,0.47,0.11,1.0,0.5,0.62,0.27,0.63,0.46,0.1,0.37,0.54,0.57,0.57,0.4,0.3,0.35,0.31,0.53,0.02,0.08,0.13,0.19,0.51,0.2,0.61,0.18,0.44,0.11,0.63,0.4,0.36,0.47,0.46,0.38,0.74,0.77,0.85,0.61,0.47,0.51,0.01,0.1,0.06,0.29,0.32,0.37,0.41,0.28,0.27,0.29,0.3,0.75,0.12,0.12,0.12,0.4,0.44,0.29,0.71,0.11,0.53,0.5,0.15,0.59,0.68,0.02,0.29,0.81,0.04,0.1,0.28,0.31,0.33,0.65,0.6,0.68,0.63,0.53,0.58,0.33,0.0,0.0,0.41,0.13,0.35,0.49,0.35,0.06,0.26,0.05,0.86,0.21
769,41,,4,0.01,0.37,1,0.36,0.4,0.24,0.57,0.0,0.0,0.2,0.37,0.41,0.54,0.61,0.31,0.63,0.21,0.21,0.2,0.4,0.16,0.43,0.24,0.22,0.02,0.38,0.24,0.4,0.24,0.46,0.32,0.44,0.45,0.55,0.36,0.83,0.27,0.72,0.79,0.37,0.49,0.54,0.6,0.29,0.54,0.49,0.01,0.17,0.0,0.42,0.47,0.44,0.44,0.09,0.09,0.08,0.07,0.94,0.06,0.21,0.19,0.34,0.35,0.38,0.44,0.16,0.61,0.0,0.01,0.85,0.45,0.3,0.46,0.38,0.43,0.22,0.1,0.1,0.1,0.19,0.21,0.23,0.21,0.42,0.45,0.31,0.07,0.01,0.09,0.42,0.32,0.57,0.55,0.02,0.19,0.04,0.0,0.13
770,12,,4,0.08,0.45,1,0.32,0.46,0.24,0.37,0.1,1.0,0.31,0.62,0.19,0.45,0.41,0.17,0.64,0.28,0.26,0.26,0.24,0.19,0.23,0.27,0.34,0.05,0.22,0.17,0.29,0.26,0.35,0.55,0.57,0.23,0.34,0.38,0.49,0.28,0.51,0.52,0.44,0.71,0.7,0.82,0.65,0.58,0.57,0.01,0.12,0.03,0.31,0.3,0.36,0.39,0.16,0.14,0.15,0.15,0.84,0.07,0.19,0.19,0.5,0.48,0.53,0.59,0.13,0.41,0.5,0.16,0.53,0.6,0.1,0.26,0.92,0.16,0.1,0.14,0.12,0.12,0.41,0.37,0.37,0.39,0.4,0.51,0.14,0.0,0.0,0.22,0.17,0.19,0.3,0.08,0.18,0.08,0.01,0.0,0.25
771,55,63.0,4,0.0,0.44,1,0.4,0.47,0.29,0.28,0.02,1.0,0.35,0.74,0.26,0.61,0.32,0.15,0.4,0.35,0.29,0.27,0.07,0.19,0.41,0.45,0.74,0.0,0.12,0.19,0.22,0.43,0.12,0.78,0.42,0.51,0.41,0.49,0.36,0.32,0.39,0.39,0.47,0.74,0.8,0.73,0.65,0.87,0.97,0.0,0.05,0.0,0.4,0.3,0.29,0.25,0.05,0.03,0.03,0.02,0.94,0.02,0.09,0.1,0.47,0.54,0.34,0.66,0.03,0.45,0.5,0.01,0.9,0.62,0.06,0.32,0.75,0.04,0.16,0.14,0.12,0.12,0.28,0.28,0.27,0.28,0.18,0.28,0.43,0.0,0.0,0.05,0.76,0.51,0.61,0.71,0.02,0.15,0.01,0.0,0.02
772,41,,4,0.01,0.31,1,0.35,0.38,0.23,0.6,0.0,0.0,0.16,0.36,0.1,0.41,0.65,0.41,0.66,0.19,0.21,0.2,0.24,0.08,0.17,0.3,0.19,0.02,0.46,0.26,0.39,0.21,0.66,0.3,0.29,0.45,0.46,0.35,0.74,0.27,0.73,0.76,0.32,0.47,0.49,0.5,0.42,0.52,0.49,0.0,0.09,0.0,0.4,0.4,0.45,0.43,0.07,0.06,0.07,0.06,0.94,0.04,0.17,0.15,0.33,0.31,0.38,0.46,0.15,0.58,0.0,0.02,0.79,0.48,0.29,0.46,0.46,0.35,0.14,0.07,0.06,0.07,0.17,0.19,0.19,0.18,0.44,0.31,0.68,0.01,0.0,0.07,0.44,0.31,0.5,0.49,0.03,0.12,0.0,0.0,0.08
773,42,79.0,4,0.02,0.28,1,0.3,0.36,0.24,0.83,0.0,0.0,0.15,0.24,0.08,0.51,0.85,0.41,0.67,0.19,0.22,0.2,0.38,0.14,0.95,0.14,0.32,0.03,0.35,0.41,0.49,0.15,0.37,0.28,0.61,0.4,0.74,0.28,0.39,0.44,0.34,0.37,0.38,0.58,0.62,0.57,0.48,0.19,0.2,0.01,0.15,0.0,0.24,0.2,0.21,0.24,0.04,0.03,0.03,0.03,0.9,0.04,0.18,0.15,0.3,0.36,0.24,0.55,0.04,0.42,0.5,0.04,0.73,0.52,0.17,0.73,0.0,0.17,0.18,0.05,0.05,0.07,0.12,0.15,0.16,0.14,0.36,0.33,0.63,0.0,0.0,0.07,0.95,0.85,0.89,0.88,0.01,0.35,0.08,0.0,0.05
774,2,,4,0.03,0.46,1,0.35,0.42,0.22,0.13,0.0,0.0,0.6,0.83,0.42,1.0,0.15,0.31,0.5,0.59,0.51,0.56,0.37,0.18,0.3,0.42,0.45,0.01,0.13,0.11,0.15,0.49,0.27,0.79,0.01,0.38,0.2,0.63,0.71,0.43,0.68,0.71,0.53,0.62,0.64,0.61,0.62,0.68,0.81,0.01,0.22,0.01,0.24,0.34,0.41,0.45,0.08,0.1,0.11,0.11,0.89,0.05,0.29,0.26,0.49,0.55,0.43,0.51,0.24,0.55,0.0,0.04,0.73,0.49,0.14,0.48,0.75,0.29,1.0,0.26,0.26,0.26,0.53,0.56,0.68,0.57,0.35,0.39,0.21,0.01,0.0,0.14,0.3,0.37,0.53,0.48,1.0,0.0,0.28,0.0,0.05
775,42,17.0,5,0.0,0.56,1,0.41,0.5,0.3,0.23,0.02,0.86,0.59,0.86,0.1,0.71,0.26,0.09,0.26,0.56,0.43,0.41,0.59,0.0,0.33,0.68,0.52,0.0,0.04,0.07,0.15,0.43,0.2,0.75,0.38,0.34,0.26,0.5,0.32,0.4,0.34,0.34,0.59,0.81,0.84,0.93,0.76,0.46,0.54,0.0,0.06,0.0,0.13,0.38,0.33,0.3,0.04,0.1,0.08,0.06,0.92,0.01,0.23,0.24,0.62,0.7,0.39,0.72,0.04,0.34,0.5,0.01,0.78,0.67,0.0,0.3,0.69,0.07,0.39,0.42,0.42,0.39,0.63,0.54,0.56,0.62,0.56,0.6,0.43,0.0,0.0,0.12,0.77,0.52,0.51,0.65,0.04,0.07,0.12,0.0,0.02
776,34,25.0,5,0.03,0.47,0,0.32,0.38,0.22,0.52,0.04,1.0,0.43,0.54,0.17,0.5,0.59,0.29,0.7,0.47,0.38,0.43,0.35,0.31,0.31,0.22,0.36,0.02,0.19,0.26,0.37,0.32,0.35,0.51,0.25,0.54,0.37,0.45,0.49,0.49,0.51,0.52,0.53,0.55,0.47,0.69,0.55,0.68,0.66,0.02,0.39,0.01,0.22,0.24,0.29,0.34,0.09,0.09,0.09,0.1,0.85,0.08,0.37,0.33,0.46,0.54,0.29,0.68,0.16,0.47,0.5,0.07,0.5,0.62,0.2,0.6,0.33,0.18,0.18,0.34,0.33,0.3,0.42,0.45,0.54,0.44,0.56,0.63,0.81,0.03,0.0,0.17,0.63,0.72,0.83,0.83,0.02,0.29,0.14,0.0,0.27
777,34,15.0,5,0.02,0.42,1,0.37,0.52,0.31,0.32,0.03,1.0,0.44,0.74,0.1,0.49,0.36,0.13,0.4,0.44,0.42,0.4,0.38,0.11,0.49,0.63,1.0,0.01,0.13,0.18,0.34,0.28,0.2,0.65,0.44,0.34,0.44,0.4,0.5,0.41,0.41,0.47,0.51,0.73,0.75,0.78,0.62,0.41,0.49,0.01,0.22,0.0,0.22,0.19,0.15,0.16,0.04,0.03,0.02,0.02,0.91,0.03,0.19,0.18,0.46,0.58,0.18,0.73,0.07,0.49,0.5,0.01,0.91,0.65,0.13,0.37,0.6,0.08,0.15,0.23,0.22,0.23,0.5,0.44,0.43,0.44,0.34,0.42,0.49,0.0,0.0,0.07,0.61,0.64,0.7,0.79,0.04,0.1,0.15,0.0,0.06
778,22,,5,0.0,0.53,1,0.46,0.45,0.26,0.5,0.0,0.0,0.09,0.24,0.62,0.26,0.67,0.68,0.36,0.08,0.1,0.13,0.13,0.0,0.0,0.0,0.38,0.03,0.88,0.75,0.73,0.14,0.9,0.08,0.26,0.38,0.6,0.27,0.45,0.34,0.52,0.51,0.59,0.48,0.46,0.51,0.46,0.13,0.13,0.01,0.26,0.0,0.0,0.0,0.15,0.13,0.0,0.0,0.0,0.0,0.66,0.07,0.42,0.4,0.54,0.47,0.65,0.57,0.23,0.43,0.5,0.02,0.56,0.61,0.5,0.74,0.46,0.68,0.07,0.04,0.05,0.06,0.01,0.05,0.08,0.08,0.59,0.4,0.78,0.0,0.0,0.01,0.95,0.69,0.82,0.91,0.03,0.09,0.02,0.0,0.5
779,48,,5,0.02,0.45,1,0.49,0.49,0.36,0.58,0.0,0.0,0.16,0.33,0.56,0.29,0.64,0.4,0.45,0.18,0.2,0.27,0.14,0.09,0.16,0.19,0.22,0.04,0.56,0.57,0.63,0.24,0.53,0.32,0.38,0.48,0.62,0.34,0.53,0.4,0.56,0.57,0.48,0.47,0.43,0.52,0.61,0.51,0.59,0.02,0.29,0.01,0.51,0.52,0.56,0.77,0.15,0.13,0.13,0.17,0.85,0.11,0.31,0.28,0.42,0.36,0.53,0.48,0.27,0.54,0.5,0.05,0.54,0.53,0.22,0.78,0.5,0.74,0.28,0.04,0.05,0.07,0.1,0.17,0.19,0.18,0.47,0.37,0.61,0.0,0.0,0.12,0.85,0.54,0.72,0.84,0.06,0.09,0.01,0.0,0.28
780,53,,5,0.01,0.36,1,0.44,0.48,0.33,0.48,0.03,1.0,0.29,0.46,0.13,0.54,0.5,0.27,0.81,0.31,0.28,0.28,0.34,0.2,0.18,0.38,0.35,0.01,0.2,0.11,0.18,0.38,0.38,0.45,0.13,0.41,0.24,0.46,0.54,0.31,0.61,0.61,0.4,0.62,0.67,0.7,0.67,0.55,0.59,0.01,0.16,0.01,0.37,0.41,0.5,0.47,0.16,0.16,0.18,0.15,0.86,0.08,0.19,0.17,0.37,0.45,0.32,0.41,0.14,0.55,0.0,0.02,0.84,0.39,0.11,0.13,0.73,0.11,0.14,0.16,0.14,0.13,0.35,0.34,0.4,0.35,0.47,0.42,0.31,0.0,0.0,0.18,0.38,0.33,0.39,0.43,0.03,0.16,0.13,0.0,0.12
781,41,,5,0.01,0.29,1,0.32,0.42,0.23,0.49,0.03,1.0,0.3,0.53,0.19,0.53,0.52,0.21,0.56,0.31,0.3,0.29,0.63,0.25,0.21,0.33,0.45,0.01,0.21,0.14,0.24,0.27,0.26,0.55,0.41,0.3,0.53,0.35,0.67,0.33,0.72,0.73,0.35,0.56,0.62,0.6,0.56,0.57,0.6,0.0,0.09,0.01,0.09,0.13,0.29,0.36,0.03,0.03,0.07,0.08,0.92,0.05,0.14,0.12,0.32,0.41,0.24,0.53,0.09,0.51,0.5,0.01,0.89,0.49,0.11,0.23,0.52,0.12,0.14,0.14,0.12,0.1,0.33,0.31,0.32,0.3,0.35,0.35,0.36,0.01,0.0,0.13,0.54,0.53,0.52,0.72,0.01,0.33,0.21,0.0,0.1
782,29,,5,0.04,0.36,1,0.36,0.47,0.31,0.49,0.0,0.0,0.26,0.54,0.67,0.6,0.52,0.17,0.58,0.35,0.36,0.35,0.38,0.21,0.15,0.16,0.56,0.03,0.25,0.35,0.37,0.44,0.27,0.46,0.13,0.48,0.18,0.57,0.6,0.47,0.5,0.56,0.37,0.65,0.68,0.67,0.62,0.87,0.82,0.01,0.17,0.0,0.25,0.2,0.32,0.34,0.02,0.02,0.02,0.02,0.95,0.02,0.15,0.12,0.28,0.4,0.15,0.58,0.04,0.49,0.5,0.07,0.67,0.51,0.1,0.34,0.5,0.24,0.11,0.11,0.1,0.11,0.14,0.16,0.14,0.17,0.28,0.17,0.26,0.02,0.0,0.04,0.8,0.49,0.57,0.77,0.08,0.11,0.07,0.0,0.09
783,8,41.0,5,0.44,0.38,1,0.41,0.54,0.34,0.27,0.45,1.0,0.28,0.67,0.27,0.52,0.3,0.25,0.54,0.29,0.3,0.31,0.26,0.18,0.19,0.26,0.31,0.28,0.28,0.12,0.19,0.43,0.42,0.59,0.35,0.47,0.28,0.49,0.59,0.35,0.67,0.66,0.44,0.62,0.65,0.67,0.58,0.48,0.5,0.1,0.19,0.09,0.3,0.33,0.37,0.38,0.1,0.09,0.1,0.09,0.85,0.06,0.18,0.16,0.4,0.46,0.37,0.46,0.13,0.51,0.5,0.74,0.54,0.44,0.1,0.44,0.71,0.24,0.1,0.17,0.17,0.16,0.28,0.29,0.32,0.27,0.47,0.53,0.29,0.16,0.06,0.14,0.24,0.33,0.42,0.18,0.4,0.18,0.07,0.0,0.21
784,16,,5,0.01,1.0,1,1.0,1.0,1.0,0.11,0.0,0.0,0.13,0.79,1.0,0.48,0.21,0.18,0.13,0.14,0.05,0.04,0.05,0.06,0.05,0.26,0.22,0.05,1.0,0.16,0.18,0.31,0.57,0.11,0.2,0.88,0.41,0.35,0.0,1.0,0.0,0.0,0.9,0.85,0.88,0.86,0.85,0.32,0.3,0.0,0.02,0.0,1.0,1.0,1.0,0.99,0.52,0.39,0.31,0.26,0.9,0.07,1.0,1.0,1.0,1.0,1.0,0.21,1.0,0.42,0.5,0.01,0.87,0.25,0.11,0.46,0.71,0.27,0.05,0.14,0.13,0.13,0.08,0.15,0.38,0.13,0.48,0.4,0.22,0.0,0.0,0.15,0.41,0.13,0.0,0.0,0.01,0.28,0.03,0.0,0.02
785,12,,5,0.0,0.4,0,0.49,0.46,0.3,0.6,0.0,0.0,0.05,0.15,0.5,0.22,0.72,1.0,0.45,0.07,0.1,0.2,0.11,0.02,0.0,0.02,0.26,0.03,0.98,0.6,0.72,0.12,0.82,0.13,0.45,0.41,0.56,0.29,0.7,0.44,0.8,0.81,0.56,0.02,0.0,0.02,0.0,0.54,0.46,0.02,0.8,0.0,0.21,0.28,0.23,0.27,0.01,0.02,0.01,0.01,0.96,0.04,0.48,0.39,0.41,0.35,0.51,0.36,0.29,0.62,0.0,0.02,0.65,0.41,0.28,0.34,0.54,0.97,1.0,0.05,0.04,0.05,0.0,0.07,0.13,0.05,0.55,0.12,0.37,0.0,0.03,0.02,0.64,0.52,0.74,0.77,0.02,0.13,0.14,0.0,1.0
786,6,,5,0.09,0.67,1,0.41,0.55,0.36,0.24,0.11,1.0,0.49,0.78,0.11,0.38,0.31,0.35,0.4,0.45,0.34,0.37,0.37,0.21,0.31,0.31,0.38,0.05,0.2,0.27,0.4,0.24,0.34,0.63,0.56,0.17,0.42,0.34,0.52,0.48,0.57,0.57,0.69,0.63,0.59,0.65,0.69,0.43,0.45,0.03,0.22,0.1,0.38,0.55,0.61,0.65,0.61,0.76,0.78,0.76,0.43,0.49,0.54,0.54,0.73,0.7,0.75,0.44,0.65,0.48,0.5,0.05,0.85,0.46,0.03,0.08,0.5,0.1,0.32,0.58,0.54,0.49,0.75,0.67,0.76,0.66,0.62,0.59,0.15,0.0,0.02,0.67,0.45,0.47,0.54,0.68,0.03,0.54,0.09,0.0,0.24
787,53,,5,0.04,0.23,1,0.36,0.45,0.3,0.46,0.05,1.0,0.27,0.5,0.44,0.61,0.46,0.32,0.63,0.34,0.35,0.35,0.34,0.16,0.26,0.4,0.39,0.04,0.34,0.11,0.17,0.54,0.42,0.5,0.15,0.46,0.22,0.64,0.74,0.42,0.77,0.79,0.32,0.51,0.57,0.58,0.4,0.6,0.73,0.01,0.22,0.01,0.24,0.29,0.38,0.45,0.1,0.11,0.13,0.14,0.89,0.07,0.13,0.1,0.24,0.35,0.2,0.45,0.11,0.62,0.0,0.05,0.76,0.41,0.14,0.18,0.65,0.17,0.47,0.16,0.15,0.16,0.3,0.32,0.34,0.33,0.56,0.38,0.24,0.02,0.02,0.18,0.44,0.3,0.45,0.55,0.04,0.17,0.18,0.0,0.13
788,54,,5,0.02,0.32,1,0.33,0.33,0.2,0.68,0.03,1.0,0.27,0.32,0.14,0.59,0.73,0.29,0.86,0.3,0.3,0.28,0.27,0.13,1.0,0.0,0.55,0.02,0.24,0.43,0.45,0.17,0.42,0.22,0.85,0.35,0.68,0.25,0.4,0.28,0.37,0.4,0.33,0.66,0.69,0.68,0.8,0.33,0.25,0.01,0.09,0.0,0.03,0.03,0.04,0.03,0.01,0.01,0.01,0.01,0.85,0.06,0.08,0.09,0.34,0.38,0.26,0.71,0.04,0.41,0.5,0.03,0.81,0.68,0.18,0.69,0.33,0.19,0.03,0.07,0.07,0.07,0.12,0.14,0.13,0.18,0.2,0.01,0.24,0.0,0.0,0.1,0.5,0.86,0.84,0.81,0.05,0.1,0.05,0.0,0.1
789,40,,5,0.0,0.37,1,0.71,0.73,0.7,0.45,0.0,0.0,0.05,0.43,0.64,0.31,0.47,0.54,0.36,0.1,0.16,0.2,0.1,0.11,0.0,0.31,0.37,0.03,0.89,0.46,0.42,0.47,0.66,0.27,0.1,0.9,0.34,0.47,0.56,0.54,0.67,0.66,0.35,0.35,0.43,0.37,0.45,0.42,0.4,0.0,0.16,0.0,0.77,0.92,0.86,0.84,0.05,0.05,0.04,0.04,0.95,0.06,0.17,0.15,0.29,0.3,0.34,0.35,0.19,0.63,0.0,0.02,0.58,0.37,0.16,0.37,0.63,0.81,0.06,0.06,0.06,0.08,0.11,0.14,0.14,0.13,1.0,0.4,0.42,0.03,0.0,0.02,0.68,0.26,0.33,0.63,0.01,0.15,0.0,0.0,0.12
790,34,23.0,5,0.13,0.51,1,0.3,0.47,0.27,0.34,0.14,1.0,0.63,0.79,0.15,0.69,0.32,0.12,0.39,0.62,0.54,0.57,0.4,0.22,0.37,0.53,0.61,0.03,0.08,0.18,0.25,0.55,0.24,0.66,0.41,0.4,0.28,0.58,0.27,0.43,0.27,0.27,0.52,0.85,0.84,0.91,0.77,0.44,0.47,0.01,0.06,0.11,0.37,0.5,0.57,0.58,0.46,0.54,0.56,0.53,0.6,0.17,0.21,0.22,0.53,0.61,0.37,0.66,0.15,0.49,0.5,0.05,0.9,0.61,0.07,0.34,0.58,0.03,0.12,0.49,0.48,0.49,0.69,0.63,0.68,0.63,0.3,0.54,0.54,0.06,0.0,0.53,0.53,0.62,0.57,0.57,0.09,0.25,0.56,0.41,0.06
791,34,5.0,5,0.01,0.24,1,0.24,0.52,0.28,0.54,0.03,1.0,0.35,0.68,0.13,0.5,0.46,0.11,0.5,0.38,0.39,0.38,0.42,0.69,0.29,0.39,0.5,0.0,0.06,0.26,0.45,0.24,0.28,0.64,0.37,0.33,0.36,0.39,0.61,0.47,0.54,0.59,0.35,0.65,0.67,0.79,0.63,0.55,0.58,0.0,0.14,0.01,0.33,0.45,0.53,0.52,0.1,0.12,0.12,0.11,0.89,0.05,0.13,0.1,0.25,0.45,0.13,0.47,0.06,0.77,0.0,0.03,0.74,0.38,0.23,0.09,0.52,0.09,0.06,0.24,0.21,0.19,0.58,0.52,0.54,0.51,0.38,0.58,0.68,0.0,0.0,0.12,0.41,0.58,0.51,0.57,0.01,0.42,0.23,0.0,0.12
792,25,9.0,5,0.0,0.38,1,0.27,0.33,0.18,0.47,0.0,0.0,0.51,0.6,0.16,0.64,0.45,0.25,0.5,0.56,0.52,0.5,0.08,0.0,0.22,0.02,0.24,0.0,0.13,0.15,0.21,0.54,0.39,0.59,0.35,0.56,0.23,0.69,0.36,0.37,0.4,0.4,0.42,0.75,0.76,0.86,0.67,0.36,0.55,0.0,0.17,0.0,0.27,0.24,0.28,0.26,0.07,0.05,0.06,0.05,0.9,0.08,0.14,0.14,0.4,0.49,0.22,0.69,0.03,0.48,0.5,0.02,0.62,0.63,0.06,0.42,0.33,0.07,0.12,0.51,0.5,0.5,0.4,0.54,0.66,0.52,0.36,0.63,0.58,0.0,0.0,0.1,0.75,0.76,0.82,0.77,0.09,0.03,0.25,0.0,0.06
